donut number = 3, In-ptr =  14, serial-counter =  134
donut number = 3, In-ptr =  15, serial-counter =  135
donut number = 3, In-ptr =  16, serial-counter =  136
donut number = 3, In-ptr =  17, serial-counter =  137
donut number = 2, In-ptr =  30, serial-counter =  150
donut number = 3, In-ptr =  18, serial-counter =  138
donut number = 3, In-ptr =  19, serial-counter =  139
donut number = 2, In-ptr =  31, serial-counter =  151
donut number = 3, In-ptr =  20, serial-counter =  140
donut number = 0, In-ptr =  17, serial-counter =  137
donut number = 1, In-ptr =  22, serial-counter =  142
donut number = 1, In-ptr =  23, serial-counter =  143
donut number = 0, In-ptr =  18, serial-counter =  138
donut number = 0, In-ptr =  19, serial-counter =  139
donut number = 1, In-ptr =  24, serial-counter =  144
donut number = 2, In-ptr =  32, serial-counter =  152
donut number = 1, In-ptr =  25, serial-counter =  145
donut number = 3, In-ptr =  21, serial-counter =  141
donut number = 0, In-ptr =  20, serial-counter =  140
donut number = 0, In-ptr =  21, serial-counter =  141
donut number = 1, In-ptr =  26, serial-counter =  146
donut number = 0, In-ptr =  22, serial-counter =  142
donut number = 2, In-ptr =  33, serial-counter =  153
donut number = 0, In-ptr =  23, serial-counter =  143
donut number = 3, In-ptr =  22, serial-counter =  142
donut number = 2, In-ptr =  34, serial-counter =  154
donut number = 0, In-ptr =  24, serial-counter =  144
donut number = 1, In-ptr =  27, serial-counter =  147
donut number = 0, In-ptr =  25, serial-counter =  145
donut number = 2, In-ptr =  35, serial-counter =  155
donut number = 3, In-ptr =  23, serial-counter =  143
donut number = 0, In-ptr =  26, serial-counter =  146
donut number = 0, In-ptr =  27, serial-counter =  147
donut number = 0, In-ptr =  28, serial-counter =  148
donut number = 0, In-ptr =  29, serial-counter =  149
donut number = 1, In-ptr =  28, serial-counter =  148
donut number = 3, In-ptr =  24, serial-counter =  144
donut number = 1, In-ptr =  29, serial-counter =  149
donut number = 3, In-ptr =  25, serial-counter =  145
donut number = 3, In-ptr =  26, serial-counter =  146
donut number = 3, In-ptr =  27, serial-counter =  147
donut number = 3, In-ptr =  28, serial-counter =  148
donut number = 0, In-ptr =  30, serial-counter =  150
donut number = 2, In-ptr =  36, serial-counter =  156
donut number = 0, In-ptr =  31, serial-counter =  151
donut number = 0, In-ptr =  32, serial-counter =  152
donut number = 1, In-ptr =  30, serial-counter =  150
donut number = 0, In-ptr =  33, serial-counter =  153
donut number = 3, In-ptr =  29, serial-counter =  149
donut number = 2, In-ptr =  37, serial-counter =  157
donut number = 2, In-ptr =  38, serial-counter =  158
donut number = 1, In-ptr =  31, serial-counter =  151
donut number = 0, In-ptr =  34, serial-counter =  154
donut number = 0, In-ptr =  35, serial-counter =  155
donut number = 2, In-ptr =  39, serial-counter =  159
donut number = 2, In-ptr =  0, serial-counter =  160
donut number = 2, In-ptr =  1, serial-counter =  161
donut number = 2, In-ptr =  2, serial-counter =  162
donut number = 3, In-ptr =  30, serial-counter =  150
donut number = 2, In-ptr =  3, serial-counter =  163
donut number = 1, In-ptr =  32, serial-counter =  152
donut number = 0, In-ptr =  36, serial-counter =  156
donut number = 2, In-ptr =  4, serial-counter =  164
donut number = 0, In-ptr =  37, serial-counter =  157
donut number = 1, In-ptr =  33, serial-counter =  153
donut number = 1, In-ptr =  34, serial-counter =  154
donut number = 0, In-ptr =  38, serial-counter =  158
donut number = 3, In-ptr =  31, serial-counter =  151
donut number = 1, In-ptr =  35, serial-counter =  155
donut number = 3, In-ptr =  32, serial-counter =  152
donut number = 1, In-ptr =  36, serial-counter =  156
donut number = 3, In-ptr =  33, serial-counter =  153
donut number = 3, In-ptr =  34, serial-counter =  154
donut number = 2, In-ptr =  5, serial-counter =  165
donut number = 0, In-ptr =  39, serial-counter =  159
donut number = 0, In-ptr =  0, serial-counter =  160
donut number = 3, In-ptr =  35, serial-counter =  155
donut number = 1, In-ptr =  37, serial-counter =  157
donut number = 0, In-ptr =  1, serial-counter =  161
donut number = 2, In-ptr =  6, serial-counter =  166
donut number = 3, In-ptr =  36, serial-counter =  156
donut number = 2, In-ptr =  7, serial-counter =  167
donut number = 2, In-ptr =  8, serial-counter =  168
donut number = 0, In-ptr =  2, serial-counter =  162
donut number = 2, In-ptr =  9, serial-counter =  169
donut number = 2, In-ptr =  10, serial-counter =  170
donut number = 2, In-ptr =  11, serial-counter =  171
donut number = 2, In-ptr =  12, serial-counter =  172
donut number = 0, In-ptr =  3, serial-counter =  163
donut number = 2, In-ptr =  13, serial-counter =  173
donut number = 1, In-ptr =  38, serial-counter =  158
donut number = 2, In-ptr =  14, serial-counter =  174
donut number = 3, In-ptr =  37, serial-counter =  157
donut number = 1, In-ptr =  39, serial-counter =  159
donut number = 1, In-ptr =  0, serial-counter =  160
donut number = 2, In-ptr =  15, serial-counter =  175
donut number = 0, In-ptr =  4, serial-counter =  164
donut number = 2, In-ptr =  16, serial-counter =  176
donut number = 1, In-ptr =  1, serial-counter =  161
donut number = 0, In-ptr =  5, serial-counter =  165
donut number = 1, In-ptr =  2, serial-counter =  162
donut number = 2, In-ptr =  17, serial-counter =  177
donut number = 1, In-ptr =  3, serial-counter =  163
donut number = 0, In-ptr =  6, serial-counter =  166
donut number = 0, In-ptr =  7, serial-counter =  167
donut number = 2, In-ptr =  18, serial-counter =  178
donut number = 0, In-ptr =  8, serial-counter =  168
donut number = 3, In-ptr =  38, serial-counter =  158
donut number = 0, In-ptr =  9, serial-counter =  169
donut number = 0, In-ptr =  10, serial-counter =  170
donut number = 1, In-ptr =  4, serial-counter =  164
donut number = 1, In-ptr =  5, serial-counter =  165
donut number = 3, In-ptr =  39, serial-counter =  159
donut number = 0, In-ptr =  11, serial-counter =  171
donut number = 3, In-ptr =  0, serial-counter =  160
donut number = 0, In-ptr =  12, serial-counter =  172
donut number = 1, In-ptr =  6, serial-counter =  166
donut number = 3, In-ptr =  1, serial-counter =  161
donut number = 3, In-ptr =  2, serial-counter =  162
donut number = 0, In-ptr =  13, serial-counter =  173
donut number = 0, In-ptr =  14, serial-counter =  174
donut number = 0, In-ptr =  15, serial-counter =  175
donut number = 0, In-ptr =  16, serial-counter =  176
In signal handler with signal # 15
